JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/sine_noise_condition3_arch_no_transfer.json
Problem type: regression
Dataset: sine
Tasks: 5
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2/sine_noise_condition3_arch_no_transfer_run2
############################################################
# Run ID: 2
############################################################
============================================================
Task 0
============================================================
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
Standard CL training (lr=0.000100, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
  0%|          | 0/500 [00:00<?, ?it/s]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it, MSE=2.904346e-01 H=2.360387e-01 dV_dx=4.674072e-07 dV_dθ=-5.439643e-02 ||∇||=1.770934e+00 | Tr=0.2821]
  6%|▌         | 30/500 [00:16<03:48,  2.06it/s, MSE=2.655582e-02 H=2.655563e-02 dV_dx=1.011066e-07 dV_dθ=-2.849198e-07 ||∇||=1.828034e-02 | Tr=0.0268]
  6%|▌         | 30/500 [00:17<03:48,  2.06it/s, MSE=2.655182e-02 H=2.655180e-02 dV_dx=2.793922e-07 dV_dθ=-2.962834e-07 ||∇||=1.831014e-02 | Tr=0.0268]
  6%|▌         | 31/500 [00:17<03:50,  2.04it/s, MSE=2.655182e-02 H=2.655180e-02 dV_dx=2.793922e-07 dV_dθ=-2.962834e-07 ||∇||=1.831014e-02 | Tr=0.0268]
  6%|▌         | 31/500 [00:17<03:50,  2.04it/s, MSE=2.654789e-02 H=2.654743e-02 dV_dx=-1.638325e-07 dV_dθ=-2.960011e-07 ||∇||=1.830928e-02 | Tr=0.0268]
  6%|▋         | 32/500 [00:17<03:34,  2.18it/s, MSE=2.654789e-02 H=2.654743e-02 dV_dx=-1.638325e-07 dV_dθ=-2.960011e-07 ||∇||=1.830928e-02 | Tr=0.0268]
  6%|▋         | 32/500 [00:18<03:34,  2.18it/s, MSE=2.654396e-02 H=2.654353e-02 dV_dx=-1.382195e-07 dV_dθ=-2.953943e-07 ||∇||=1.831721e-02 | Tr=0.0268]
  7%|▋         | 33/500 [00:18<03:22,  2.31it/s, MSE=2.654396e-02 H=2.654353e-02 dV_dx=-1.382195e-07 dV_dθ=-2.953943e-07 ||∇||=1.831721e-02 | Tr=0.0268]
  7%|▋         | 33/500 [00:18<03:22,  2.31it/s, MSE=2.654008e-02 H=2.653963e-02 dV_dx=-1.497734e-07 dV_dθ=-2.953665e-07 ||∇||=1.832664e-02 | Tr=0.0268]
  7%|▋         | 34/500 [00:18<03:22,  2.30it/s, MSE=2.654008e-02 H=2.653963e-02 dV_dx=-1.497734e-07 dV_dθ=-2.953665e-07 ||∇||=1.832664e-02 | Tr=0.0268]
  7%|▋         | 34/500 [00:18<03:22,  2.30it/s, MSE=2.653623e-02 H=2.653629e-02 dV_dx=3.606441e-07 dV_dθ=-3.030010e-07 ||∇||=1.835586e-02 | Tr=0.0268] 
  7%|▋         | 35/500 [00:18<03:23,  2.28it/s, MSE=2.653623e-02 H=2.653629e-02 dV_dx=3.606441e-07 dV_dθ=-3.030010e-07 ||∇||=1.835586e-02 | Tr=0.0268]
  7%|▋         | 35/500 [00:19<03:23,  2.28it/s, MSE=2.653234e-02 H=2.653233e-02 dV_dx=2.926553e-07 dV_dθ=-3.061020e-07 ||∇||=1.836392e-02 | Tr=0.0268]
  7%|▋         | 36/500 [00:19<03:56,  1.96it/s, MSE=2.653234e-02 H=2.653233e-02 dV_dx=2.926553e-07 dV_dθ=-3.061020e-07 ||∇||=1.836392e-02 | Tr=0.0268]
  7%|▋         | 36/500 [00:20<03:56,  1.96it/s, MSE=2.652844e-02 H=2.652840e-02 dV_dx=2.669953e-07 dV_dθ=-3.064525e-07 ||∇||=1.837200e-02 | Tr=0.0268]
  7%|▋         | 37/500 [00:20<04:00,  1.92it/s, MSE=2.652844e-02 H=2.652840e-02 dV_dx=2.669953e-07 dV_dθ=-3.064525e-07 ||∇||=1.837200e-02 | Tr=0.0268]
  7%|▋         | 37/500 [00:20<04:00,  1.92it/s, MSE=2.652461e-02 H=2.652401e-02 dV_dx=-2.888456e-07 dV_dθ=-3.085318e-07 ||∇||=1.838679e-02 | Tr=0.0268]
  8%|▊         | 38/500 [00:20<04:00,  1.92it/s, MSE=2.652461e-02 H=2.652401e-02 dV_dx=-2.888456e-07 dV_dθ=-3.085318e-07 ||∇||=1.838679e-02 | Tr=0.0268]
  8%|▊         | 38/500 [00:21<04:00,  1.92it/s, MSE=2.652078e-02 H=2.652069e-02 dV_dx=2.185299e-07 dV_dθ=-3.111709e-07 ||∇||=1.840285e-02 | Tr=0.0268] 
  8%|▊         | 39/500 [00:21<03:43,  2.06it/s, MSE=2.652078e-02 H=2.652069e-02 dV_dx=2.185299e-07 dV_dθ=-3.111709e-07 ||∇||=1.840285e-02 | Tr=0.0268]
  8%|▊         | 39/500 [00:21<03:43,  2.06it/s, MSE=2.651694e-02 H=2.651634e-02 dV_dx=-2.895603e-07 dV_dθ=-3.137876e-07 ||∇||=1.841332e-02 | Tr=0.0268]
  8%|▊         | 40/500 [00:21<03:08,  2.44it/s, MSE=2.651694e-02 H=2.651634e-02 dV_dx=-2.895603e-07 dV_dθ=-3.137876e-07 ||∇||=1.841332e-02 | Tr=0.0268]
  8%|▊         | 40/500 [00:21<03:08,  2.44it/s, MSE=2.651311e-02 H=2.651308e-02 dV_dx=2.793559e-07 dV_dθ=-3.153038e-07 ||∇||=1.842607e-02 | Tr=0.0268] 
  8%|▊         | 41/500 [00:21<03:29,  2.19it/s, MSE=2.651311e-02 H=2.651308e-02 dV_dx=2.793559e-07 dV_dθ=-3.153038e-07 ||∇||=1.842607e-02 | Tr=0.0268]
  8%|▊         | 41/500 [00:22<03:29,  2.19it/s, MSE=2.650929e-02 H=2.650870e-02 dV_dx=-2.707767e-07 dV_dθ=-3.164195e-07 ||∇||=1.843690e-02 | Tr=0.0268]
  8%|▊         | 42/500 [00:22<03:41,  2.07it/s, MSE=2.650929e-02 H=2.650870e-02 dV_dx=-2.707767e-07 dV_dθ=-3.164195e-07 ||∇||=1.843690e-02 | Tr=0.0268]
  8%|▊         | 42/500 [00:22<03:41,  2.07it/s, MSE=2.650548e-02 H=2.650511e-02 dV_dx=-5.050362e-08 dV_dθ=-3.187651e-07 ||∇||=1.845254e-02 | Tr=0.0268]
  9%|▊         | 43/500 [00:22<03:53,  1.95it/s, MSE=2.650548e-02 H=2.650511e-02 dV_dx=-5.050362e-08 dV_dθ=-3.187651e-07 ||∇||=1.845254e-02 | Tr=0.0268]
  9%|▊         | 43/500 [00:23<03:53,  1.95it/s, MSE=2.650167e-02 H=2.650144e-02 dV_dx=9.840651e-08 dV_dθ=-3.219831e-07 ||∇||=1.846777e-02 | Tr=0.0268] 
  9%|▉         | 44/500 [00:23<03:25,  2.22it/s, MSE=2.650167e-02 H=2.650144e-02 dV_dx=9.840651e-08 dV_dθ=-3.219831e-07 ||∇||=1.846777e-02 | Tr=0.0268]
  9%|▉         | 44/500 [00:23<03:25,  2.22it/s, MSE=2.649785e-02 H=2.649782e-02 dV_dx=2.978533e-07 dV_dθ=-3.218345e-07 ||∇||=1.847694e-02 | Tr=0.0267]
  9%|▉         | 45/500 [00:23<03:24,  2.23it/s, MSE=2.649785e-02 H=2.649782e-02 dV_dx=2.978533e-07 dV_dθ=-3.218345e-07 ||∇||=1.847694e-02 | Tr=0.0267]
  9%|▉         | 45/500 [00:24<03:24,  2.23it/s, MSE=2.649403e-02 H=2.649374e-02 dV_dx=3.538947e-08 dV_dθ=-3.240970e-07 ||∇||=1.849126e-02 | Tr=0.0267]
  9%|▉         | 46/500 [00:24<03:25,  2.21it/s, MSE=2.649403e-02 H=2.649374e-02 dV_dx=3.538947e-08 dV_dθ=-3.240970e-07 ||∇||=1.849126e-02 | Tr=0.0267]
  9%|▉         | 46/500 [00:24<03:25,  2.21it/s, MSE=2.649022e-02 H=2.649011e-02 dV_dx=2.161067e-07 dV_dθ=-3.254474e-07 ||∇||=1.850447e-02 | Tr=0.0267]
  9%|▉         | 47/500 [00:24<03:35,  2.10it/s, MSE=2.649022e-02 H=2.649011e-02 dV_dx=2.161067e-07 dV_dθ=-3.254474e-07 ||∇||=1.850447e-02 | Tr=0.0267]
  9%|▉         | 47/500 [00:25<03:35,  2.10it/s, MSE=2.648639e-02 H=2.648589e-02 dV_dx=-1.805016e-07 dV_dθ=-3.268287e-07 ||∇||=1.851755e-02 | Tr=0.0267]
 10%|▉         | 48/500 [00:25<03:29,  2.16it/s, MSE=2.648639e-02 H=2.648589e-02 dV_dx=-1.805016e-07 dV_dθ=-3.268287e-07 ||∇||=1.851755e-02 | Tr=0.0267]
 10%|▉         | 48/500 [00:25<03:29,  2.16it/s, MSE=2.648256e-02 H=2.648240e-02 dV_dx=1.649581e-07 dV_dθ=-3.288154e-07 ||∇||=1.853276e-02 | Tr=0.0267] 
 10%|▉         | 49/500 [00:25<03:20,  2.25it/s, MSE=2.648256e-02 H=2.648240e-02 dV_dx=1.649581e-07 dV_dθ=-3.288154e-07 ||∇||=1.853276e-02 | Tr=0.0267]
 10%|▉         | 49/500 [00:26<03:20,  2.25it/s, MSE=2.647872e-02 H=2.647806e-02 dV_dx=-3.333715e-07 dV_dθ=-3.295514e-07 ||∇||=1.854463e-02 | Tr=0.0267]
 10%|█         | 50/500 [00:26<03:30,  2.14it/s, MSE=2.647872e-02 H=2.647806e-02 dV_dx=-3.333715e-07 dV_dθ=-3.295514e-07 ||∇||=1.854463e-02 | Tr=0.0267]
 10%|█         | 50/500 [00:26<03:30,  2.14it/s, MSE=2.647487e-02 H=2.647473e-02 dV_dx=1.889123e-07 dV_dθ=-3.307638e-07 ||∇||=1.855869e-02 | Tr=0.0267 Te/Cur=0.0270 Te/Exp=0.0262]
 10%|█         | 51/500 [00:26<04:02,  1.85it/s, MSE=2.647487e-02 H=2.647473e-02 dV_dx=1.889123e-07 dV_dθ=-3.307638e-07 ||∇||=1.855869e-02 | Tr=0.0267 Te/Cur=0.0270 Te/Exp=0.0262]
 10%|█         | 51/500 [00:27<04:02,  1.85it/s, MSE=2.647101e-02 H=2.647079e-02 dV_dx=1.164711e-07 dV_dθ=-3.317325e-07 ||∇||=1.857230e-02 | Tr=0.0267]                            
 10%|█         | 52/500 [00:27<04:09,  1.79it/s, MSE=2.647101e-02 H=2.647079e-02 dV_dx=1.164711e-07 dV_dθ=-3.317325e-07 ||∇||=1.857230e-02 | Tr=0.0267]
 10%|█         | 52/500 [00:27<04:09,  1.79it/s, MSE=2.646712e-02 H=2.646674e-02 dV_dx=-5.350658e-08 dV_dθ=-3.331285e-07 ||∇||=1.858707e-02 | Tr=0.0267]
 11%|█         | 53/500 [00:27<04:00,  1.86it/s, MSE=2.646712e-02 H=2.646674e-02 dV_dx=-5.350658e-08 dV_dθ=-3.331285e-07 ||∇||=1.858707e-02 | Tr=0.0267]
 11%|█         | 53/500 [00:28<04:00,  1.86it/s, MSE=2.646322e-02 H=2.646302e-02 dV_dx=1.384831e-07 dV_dθ=-3.342049e-07 ||∇||=1.860113e-02 | Tr=0.0267] 
 11%|█         | 54/500 [00:28<03:55,  1.90it/s, MSE=2.646322e-02 H=2.646302e-02 dV_dx=1.384831e-07 dV_dθ=-3.342049e-07 ||∇||=1.860113e-02 | Tr=0.0267]
 11%|█         | 54/500 [00:28<03:55,  1.90it/s, MSE=2.645929e-02 H=2.645932e-02 dV_dx=3.609301e-07 dV_dθ=-3.348450e-07 ||∇||=1.861502e-02 | Tr=0.0267]
 11%|█         | 55/500 [00:28<03:55,  1.89it/s, MSE=2.645929e-02 H=2.645932e-02 dV_dx=3.609301e-07 dV_dθ=-3.348450e-07 ||∇||=1.861502e-02 | Tr=0.0267]
 11%|█         | 55/500 [00:29<03:55,  1.89it/s, MSE=2.645534e-02 H=2.645485e-02 dV_dx=-1.588541e-07 dV_dθ=-3.357127e-07 ||∇||=1.862983e-02 | Tr=0.0267]
 11%|█         | 56/500 [00:29<03:41,  2.00it/s, MSE=2.645534e-02 H=2.645485e-02 dV_dx=-1.588541e-07 dV_dθ=-3.357127e-07 ||∇||=1.862983e-02 | Tr=0.0267]
 11%|█         | 56/500 [00:29<03:41,  2.00it/s, MSE=2.645136e-02 H=2.645103e-02 dV_dx=2.827368e-09 dV_dθ=-3.368012e-07 ||∇||=1.864520e-02 | Tr=0.0267] 
 11%|█▏        | 57/500 [00:29<03:45,  1.96it/s, MSE=2.645136e-02 H=2.645103e-02 dV_dx=2.827368e-09 dV_dθ=-3.368012e-07 ||∇||=1.864520e-02 | Tr=0.0267]
 11%|█▏        | 57/500 [00:30<03:45,  1.96it/s, MSE=2.644735e-02 H=2.644674e-02 dV_dx=-2.781072e-07 dV_dθ=-3.373127e-07 ||∇||=1.865957e-02 | Tr=0.0267]
 12%|█▏        | 58/500 [00:30<03:50,  1.92it/s, MSE=2.644735e-02 H=2.644674e-02 dV_dx=-2.781072e-07 dV_dθ=-3.373127e-07 ||∇||=1.865957e-02 | Tr=0.0267]
 12%|█▏        | 58/500 [00:31<03:50,  1.92it/s, MSE=2.644331e-02 H=2.644315e-02 dV_dx=1.785009e-07 dV_dθ=-3.381774e-07 ||∇||=1.867528e-02 | Tr=0.0267] 
 12%|█▏        | 59/500 [00:31<04:00,  1.83it/s, MSE=2.644331e-02 H=2.644315e-02 dV_dx=1.785009e-07 dV_dθ=-3.381774e-07 ||∇||=1.867528e-02 | Tr=0.0267]
 12%|█▏        | 59/500 [00:31<04:00,  1.83it/s, MSE=2.643923e-02 H=2.643866e-02 dV_dx=-2.288072e-07 dV_dθ=-3.387297e-07 ||∇||=1.869068e-02 | Tr=0.0267]
 12%|█▏        | 60/500 [00:31<04:00,  1.83it/s, MSE=2.643923e-02 H=2.643866e-02 dV_dx=-2.288072e-07 dV_dθ=-3.387297e-07 ||∇||=1.869068e-02 | Tr=0.0267]
 12%|█▏        | 60/500 [00:31<04:00,  1.83it/s, MSE=2.643511e-02 H=2.643419e-02 dV_dx=-5.784676e-07 dV_dθ=-3.394647e-07 ||∇||=1.870660e-02 | Tr=0.0267]
 12%|█▏        | 61/500 [00:31<03:24,  2.15it/s, MSE=2.643511e-02 H=2.643419e-02 dV_dx=-5.784676e-07 dV_dθ=-3.394647e-07 ||∇||=1.870660e-02 | Tr=0.0267]
 12%|█▏        | 61/500 [00:32<03:24,  2.15it/s, MSE=2.643095e-02 H=2.643051e-02 dV_dx=-9.311892e-08 dV_dθ=-3.399221e-07 ||∇||=1.872229e-02 | Tr=0.0267]
 12%|█▏        | 62/500 [00:32<03:26,  2.12it/s, MSE=2.643095e-02 H=2.643051e-02 dV_dx=-9.311892e-08 dV_dθ=-3.399221e-07 ||∇||=1.872229e-02 | Tr=0.0267]
 12%|█▏        | 62/500 [00:32<03:26,  2.12it/s, MSE=2.642674e-02 H=2.642621e-02 dV_dx=-1.875045e-07 dV_dθ=-3.405821e-07 ||∇||=1.873869e-02 | Tr=0.0267]
 13%|█▎        | 63/500 [00:32<03:22,  2.16it/s, MSE=2.642674e-02 H=2.642621e-02 dV_dx=-1.875045e-07 dV_dθ=-3.405821e-07 ||∇||=1.873869e-02 | Tr=0.0267]
 13%|█▎        | 63/500 [00:33<03:22,  2.16it/s, MSE=2.642249e-02 H=2.642237e-02 dV_dx=2.227453e-07 dV_dθ=-3.410340e-07 ||∇||=1.875492e-02 | Tr=0.0267] 
 13%|█▎        | 64/500 [00:33<03:22,  2.15it/s, MSE=2.642249e-02 H=2.642237e-02 dV_dx=2.227453e-07 dV_dθ=-3.410340e-07 ||∇||=1.875492e-02 | Tr=0.0267]
 13%|█▎        | 64/500 [00:33<03:22,  2.15it/s, MSE=2.641818e-02 H=2.641814e-02 dV_dx=2.950761e-07 dV_dθ=-3.415689e-07 ||∇||=1.877147e-02 | Tr=0.0267]
 13%|█▎        | 65/500 [00:33<02:38,  2.75it/s, MSE=2.641818e-02 H=2.641814e-02 dV_dx=2.950761e-07 dV_dθ=-3.415689e-07 ||∇||=1.877147e-02 | Tr=0.0267]
 13%|█▎        | 65/500 [00:33<02:38,  2.75it/s, MSE=2.641383e-02 H=2.641397e-02 dV_dx=4.807467e-07 dV_dθ=-3.419957e-07 ||∇||=1.878799e-02 | Tr=0.0267]
 13%|█▎        | 66/500 [00:33<02:24,  3.01it/s, MSE=2.641383e-02 H=2.641397e-02 dV_dx=4.807467e-07 dV_dθ=-3.419957e-07 ||∇||=1.878799e-02 | Tr=0.0267]
 13%|█▎        | 66/500 [00:34<02:24,  3.01it/s, MSE=2.640943e-02 H=2.640927e-02 dV_dx=1.812117e-07 dV_dθ=-3.425187e-07 ||∇||=1.880478e-02 | Tr=0.0267]
 13%|█▎        | 67/500 [00:34<02:29,  2.89it/s, MSE=2.640943e-02 H=2.640927e-02 dV_dx=1.812117e-07 dV_dθ=-3.425187e-07 ||∇||=1.880478e-02 | Tr=0.0267]
 13%|█▎        | 67/500 [00:34<02:29,  2.89it/s, MSE=2.640498e-02 H=2.640472e-02 dV_dx=8.028686e-08 dV_dθ=-3.429398e-07 ||∇||=1.882144e-02 | Tr=0.0267]
 14%|█▎        | 68/500 [00:34<01:59,  3.61it/s, MSE=2.640498e-02 H=2.640472e-02 dV_dx=8.028686e-08 dV_dθ=-3.429398e-07 ||∇||=1.882144e-02 | Tr=0.0267]
 14%|█▎        | 68/500 [00:34<01:59,  3.61it/s, MSE=2.640048e-02 H=2.640031e-02 dV_dx=1.671180e-07 dV_dθ=-3.434075e-07 ||∇||=1.883816e-02 | Tr=0.0267]
 14%|█▍        | 69/500 [00:34<02:44,  2.62it/s, MSE=2.640048e-02 H=2.640031e-02 dV_dx=1.671180e-07 dV_dθ=-3.434075e-07 ||∇||=1.883816e-02 | Tr=0.0267]
 14%|█▍        | 69/500 [00:35<02:44,  2.62it/s, MSE=2.639593e-02 H=2.639557e-02 dV_dx=-1.945423e-08 dV_dθ=-3.438797e-07 ||∇||=1.885480e-02 | Tr=0.0266]
 14%|█▍        | 70/500 [00:35<02:48,  2.55it/s, MSE=2.639593e-02 H=2.639557e-02 dV_dx=-1.945423e-08 dV_dθ=-3.438797e-07 ||∇||=1.885480e-02 | Tr=0.0266]
 14%|█▍        | 70/500 [00:35<02:48,  2.55it/s, MSE=2.639134e-02 H=2.639110e-02 dV_dx=1.054184e-07 dV_dθ=-3.443381e-07 ||∇||=1.887127e-02 | Tr=0.0266] 
 14%|█▍        | 71/500 [00:35<02:39,  2.69it/s, MSE=2.639134e-02 H=2.639110e-02 dV_dx=1.054184e-07 dV_dθ=-3.443381e-07 ||∇||=1.887127e-02 | Tr=0.0266]
 14%|█▍        | 71/500 [00:35<02:39,  2.69it/s, MSE=2.638670e-02 H=2.638627e-02 dV_dx=-9.059561e-08 dV_dθ=-3.448707e-07 ||∇||=1.888771e-02 | Tr=0.0266]
 14%|█▍        | 72/500 [00:35<02:05,  3.41it/s, MSE=2.638670e-02 H=2.638627e-02 dV_dx=-9.059561e-08 dV_dθ=-3.448707e-07 ||∇||=1.888771e-02 | Tr=0.0266]
 14%|█▍        | 72/500 [00:36<02:05,  3.41it/s, MSE=2.638203e-02 H=2.638169e-02 dV_dx=1.187945e-08 dV_dθ=-3.454001e-07 ||∇||=1.890387e-02 | Tr=0.0266] 
 15%|█▍        | 73/500 [00:36<02:25,  2.93it/s, MSE=2.638203e-02 H=2.638169e-02 dV_dx=1.187945e-08 dV_dθ=-3.454001e-07 ||∇||=1.890387e-02 | Tr=0.0266]
 15%|█▍        | 73/500 [00:36<02:25,  2.93it/s, MSE=2.637731e-02 H=2.637681e-02 dV_dx=-1.628716e-07 dV_dθ=-3.460374e-07 ||∇||=1.891994e-02 | Tr=0.0266]
 15%|█▍        | 74/500 [00:36<02:42,  2.62it/s, MSE=2.637731e-02 H=2.637681e-02 dV_dx=-1.628716e-07 dV_dθ=-3.460374e-07 ||∇||=1.891994e-02 | Tr=0.0266]
 15%|█▍        | 74/500 [00:37<02:42,  2.62it/s, MSE=2.637257e-02 H=2.637202e-02 dV_dx=-2.077256e-07 dV_dθ=-3.466968e-07 ||∇||=1.893569e-02 | Tr=0.0266]
 15%|█▌        | 75/500 [00:37<02:56,  2.41it/s, MSE=2.637257e-02 H=2.637202e-02 dV_dx=-2.077256e-07 dV_dθ=-3.466968e-07 ||∇||=1.893569e-02 | Tr=0.0266]
 15%|█▌        | 75/500 [00:37<02:56,  2.41it/s, MSE=2.636780e-02 H=2.636734e-02 dV_dx=-1.140773e-07 dV_dθ=-3.474760e-07 ||∇||=1.895131e-02 | Tr=0.0266]
 15%|█▌        | 76/500 [00:37<03:12,  2.20it/s, MSE=2.636780e-02 H=2.636734e-02 dV_dx=-1.140773e-07 dV_dθ=-3.474760e-07 ||∇||=1.895131e-02 | Tr=0.0266]
 15%|█▌        | 76/500 [00:38<03:12,  2.20it/s, MSE=2.636301e-02 H=2.636258e-02 dV_dx=-7.492009e-08 dV_dθ=-3.483413e-07 ||∇||=1.896669e-02 | Tr=0.0266]
 15%|█▌        | 77/500 [00:38<03:07,  2.26it/s, MSE=2.636301e-02 H=2.636258e-02 dV_dx=-7.492009e-08 dV_dθ=-3.483413e-07 ||∇||=1.896669e-02 | Tr=0.0266]
 15%|█▌        | 77/500 [00:38<03:07,  2.26it/s, MSE=2.635820e-02 H=2.635785e-02 dV_dx=-4.581461e-10 dV_dθ=-3.493145e-07 ||∇||=1.898186e-02 | Tr=0.0266]
 16%|█▌        | 78/500 [00:38<03:13,  2.18it/s, MSE=2.635820e-02 H=2.635785e-02 dV_dx=-4.581461e-10 dV_dθ=-3.493145e-07 ||∇||=1.898186e-02 | Tr=0.0266]
 16%|█▌        | 78/500 [00:38<03:13,  2.18it/s, MSE=2.635337e-02 H=2.635287e-02 dV_dx=-1.476102e-07 dV_dθ=-3.503977e-07 ||∇||=1.899686e-02 | Tr=0.0266]
 16%|█▌        | 79/500 [00:38<03:06,  2.26it/s, MSE=2.635337e-02 H=2.635287e-02 dV_dx=-1.476102e-07 dV_dθ=-3.503977e-07 ||∇||=1.899686e-02 | Tr=0.0266]
 16%|█▌        | 79/500 [00:39<03:06,  2.26it/s, MSE=2.634853e-02 H=2.634816e-02 dV_dx=-2.354300e-08 dV_dθ=-3.515918e-07 ||∇||=1.901167e-02 | Tr=0.0266]
 16%|█▌        | 80/500 [00:39<02:40,  2.62it/s, MSE=2.634853e-02 H=2.634816e-02 dV_dx=-2.354300e-08 dV_dθ=-3.515918e-07 ||∇||=1.901167e-02 | Tr=0.0266]
 16%|█▌        | 80/500 [00:39<02:40,  2.62it/s, MSE=2.634369e-02 H=2.634317e-02 dV_dx=-1.688725e-07 dV_dθ=-3.528862e-07 ||∇||=1.902631e-02 | Tr=0.0266]
 16%|█▌        | 81/500 [00:39<02:35,  2.69it/s, MSE=2.634369e-02 H=2.634317e-02 dV_dx=-1.688725e-07 dV_dθ=-3.528862e-07 ||∇||=1.902631e-02 | Tr=0.0266]
 16%|█▌        | 81/500 [00:39<02:35,  2.69it/s, MSE=2.633885e-02 H=2.633805e-02 dV_dx=-4.430145e-07 dV_dθ=-3.542683e-07 ||∇||=1.904076e-02 | Tr=0.0266]
 16%|█▋        | 82/500 [00:39<02:24,  2.88it/s, MSE=2.633885e-02 H=2.633805e-02 dV_dx=-4.430145e-07 dV_dθ=-3.542683e-07 ||∇||=1.904076e-02 | Tr=0.0266]
 16%|█▋        | 82/500 [00:39<02:24,  2.88it/s, MSE=2.633400e-02 H=2.633337e-02 dV_dx=-2.776357e-07 dV_dθ=-3.557293e-07 ||∇||=1.905504e-02 | Tr=0.0266]
 17%|█▋        | 83/500 [00:39<01:56,  3.58it/s, MSE=2.633400e-02 H=2.633337e-02 dV_dx=-2.776357e-07 dV_dθ=-3.557293e-07 ||∇||=1.905504e-02 | Tr=0.0266]
 17%|█▋        | 83/500 [00:40<01:56,  3.58it/s, MSE=2.632916e-02 H=2.632887e-02 dV_dx=7.030045e-08 dV_dθ=-3.572423e-07 ||∇||=1.906914e-02 | Tr=0.0266] 
 17%|█▋        | 84/500 [00:40<01:51,  3.74it/s, MSE=2.632916e-02 H=2.632887e-02 dV_dx=7.030045e-08 dV_dθ=-3.572423e-07 ||∇||=1.906914e-02 | Tr=0.0266]
 17%|█▋        | 84/500 [00:40<01:51,  3.74it/s, MSE=2.632432e-02 H=2.632436e-02 dV_dx=4.023798e-07 dV_dθ=-3.587909e-07 ||∇||=1.908305e-02 | Tr=0.0266]
 17%|█▋        | 85/500 [00:40<01:55,  3.60it/s, MSE=2.632432e-02 H=2.632436e-02 dV_dx=4.023798e-07 dV_dθ=-3.587909e-07 ||∇||=1.908305e-02 | Tr=0.0266]
 17%|█▋        | 85/500 [00:40<01:55,  3.60it/s, MSE=2.631949e-02 H=2.631945e-02 dV_dx=3.199026e-07 dV_dθ=-3.603543e-07 ||∇||=1.909674e-02 | Tr=0.0266]
 17%|█▋        | 86/500 [00:40<01:36,  4.29it/s, MSE=2.631949e-02 H=2.631945e-02 dV_dx=3.199026e-07 dV_dθ=-3.603543e-07 ||∇||=1.909674e-02 | Tr=0.0266]
 17%|█▋        | 86/500 [00:41<01:36,  4.29it/s, MSE=2.631466e-02 H=2.631407e-02 dV_dx=-2.302774e-07 dV_dθ=-3.619193e-07 ||∇||=1.911023e-02 | Tr=0.0266]
 17%|█▋        | 87/500 [00:41<02:02,  3.36it/s, MSE=2.631466e-02 H=2.631407e-02 dV_dx=-2.302774e-07 dV_dθ=-3.619193e-07 ||∇||=1.911023e-02 | Tr=0.0266]
 17%|█▋        | 87/500 [00:41<02:02,  3.36it/s, MSE=2.630984e-02 H=2.630972e-02 dV_dx=2.394335e-07 dV_dθ=-3.634620e-07 ||∇||=1.912349e-02 | Tr=0.0266] 
 18%|█▊        | 88/500 [00:41<02:27,  2.79it/s, MSE=2.630984e-02 H=2.630972e-02 dV_dx=2.394335e-07 dV_dθ=-3.634620e-07 ||∇||=1.912349e-02 | Tr=0.0266]
 18%|█▊        | 88/500 [00:41<02:27,  2.79it/s, MSE=2.630504e-02 H=2.630487e-02 dV_dx=1.956889e-07 dV_dθ=-3.649803e-07 ||∇||=1.913652e-02 | Tr=0.0266]
 18%|█▊        | 89/500 [00:41<02:34,  2.65it/s, MSE=2.630504e-02 H=2.630487e-02 dV_dx=1.956889e-07 dV_dθ=-3.649803e-07 ||∇||=1.913652e-02 | Tr=0.0266]
 18%|█▊        | 89/500 [00:42<02:34,  2.65it/s, MSE=2.630024e-02 H=2.630005e-02 dV_dx=1.777788e-07 dV_dθ=-3.664590e-07 ||∇||=1.914932e-02 | Tr=0.0266]
 18%|█▊        | 90/500 [00:42<02:51,  2.38it/s, MSE=2.630024e-02 H=2.630005e-02 dV_dx=1.777788e-07 dV_dθ=-3.664590e-07 ||∇||=1.914932e-02 | Tr=0.0266]
 18%|█▊        | 90/500 [00:42<02:51,  2.38it/s, MSE=2.629545e-02 H=2.629463e-02 dV_dx=-4.550584e-07 dV_dθ=-3.678933e-07 ||∇||=1.916188e-02 | Tr=0.0266]
